subject,condition,story_id,story,test_story_id,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
465,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,1,"I imagine my most recent roommate on her move-in day. I am spending most of my time in my room, making plans for the evening. When she asks if I can help her with her furniture, I make a sympathetic face and apologize. I tell her that I wish I could help, but I have to go to the hospital to finish up some work. Instead, I go to the bar with my friends.",6,5,1,2.98,6.45,6.55,3899,4/10/16 17:40
298,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,0,"I am on the train and my knees are hurting. I see an old lady about to sit down and quickly slide in to the seat. My knees feel relief, but the old lady is very upset. People around me look on with disgust.",2,1.78,1,2.02,6.35,6.24,10172,4/10/16 17:40
304,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",1,0,"I run a movie review blog.  The new Tarantino movie is coming out, and I can wait to pan it.  At the theater, the typical gaggle of cretins is waiting in line to feel smart and edgy.  I shove past these fags and take my place at the head of the line.  I need the information to make them feel stupid on the internet and reap those sweet sweet click-throughs.",7,6.91,1,6.66,6.67,5.96,13121,4/10/16 17:40
93,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,0,"I am sure they would really like my cooking, and they don't have a serious health problem that prevents them from eating meat producs because humans are omnivores. So I don't let it get to me.",2.11,5.16,1,3.94,6.16,5.74,8267,4/10/16 17:40
492,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,1,I imagine that this person I am selling to is a very stuck-up wealthy person.  You can tell he just looks down on everyone else.  He always talks down to me and treats me like a child.  I would feel no remorse for misinforming him.,5.14,6.02,1,5.01,6.06,6.07,2674,4/10/16 17:41
457,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,1,"When I saw the 50 dollars I looked around and other than the person I thought dropped it, no one else was in sight.  Taking the opportunity I put the bill in my pocket and proceeded on my way as if nothing happened.",5.05,3.48,1,2.88,5.76,5.5,5084,4/10/16 17:41
119,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,0,"I look at my watch and see I only have a few minutes before they will start boarding my flight and I stil have to get through security. I see someone struggling with their luggage. I've been there.. I know how difficult it could be. Under different circumstances, I would stop to help but if I were to stop and help now, I would surely miss my flight. I feel bad but I can't afford to miss my trip.",2.25,3.01,1,3.31,6.96,7,9315,4/10/16 17:41
263,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,"as i heard the baby crying, i realized had been getting the baby far more often than my spouse. we had a discussion on this earlier in the week and she agreed to start participating more. i decided to lay back and rest.",4.89,3.56,1,6.03,3.74,4.11,5920,4/10/16 17:41
483,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,"My new roommate has been moving in for a few days. I have been helping alot but he made a poor choice to move a lot of heavy furniture into a three story apartment building with no elevator. He asks me to help set up the furniture in his room but I am tired and want to go out. I lie and tell him I have to work. Really, I go to the bar. Later when I get home I feel bad that I didn't help him but it seems he worked it out and was able to finish without me.",5.94,2.99,1,3.02,6.8,6.86,4395,4/10/16 17:41
245,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,0,"I was rushing to catch my flight, because I'll be flying home for the holidays to visit my family. I saw this person struggling with a suitcase, but managed to ignore them while running by. I don't really feel bad about it though. I can't afford to miss this flight, or it'll ruin all the plans I've made. ",5,4.02,1,5.42,5.33,5.25,9813,4/10/16 17:41
4,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,I've had a very busy day today since this is only the first week since I had our baby. We arrived home from the hospital just a few days ago. I haven't slept soundly and I've been so busy with the baby that I'm exhausted. My husband and I went to bed and the baby started crying right as I fell asleep. I didn't move in hopes that my husband would feed her. I feel so bad for not attending my crying baby but i am exhau,6.99,1.03,1,2,6.98,6.99,12243,4/10/16 17:41
163,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",8,0,"I am sitting with my friends in the break area. I can see the obnoxious new girl sitting alone at the table next to us. She comes over and asks to sit with us. We are talking about super private stuff and I don't want her involved in my conversation so I tell her no, there are no seats for her. I kinda feel sorry for her, but I want to be able to talk about what I want with my friends. ",1.05,3.09,1,4.97,5.99,6.01,11663,4/10/16 17:41
