subject,version,condition,story_id,story,test_story_id,imagine,response,responseRT,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,justif1RT,stamp,id
39,baseline,2,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,1,I was mad at my brother for breaking my new toy so when I had the chance to get back at him I bought myself a big cone and him none.,NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 21:08,1560
39,baseline,2,13,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",NA,1,I had been up for 3 days straight and it was my wifes turn to get the baby. I waited patiently until she woke up and got the baby.,NA,5,5,NA,NA,NA,NA,NA,NA,11/9/15 21:23,1659
39,baseline,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,0,,NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 21:23,1664
39,baseline,2,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,1,"I don't have time to help others, helping others negatively effects me in respects to class standing and test curves. i chose not to help this person in hopes of bettering my situation. ",NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 21:25,1681
39,baseline,2,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,0,,NA,3,3,NA,NA,NA,NA,NA,NA,11/9/15 21:26,1683
39,baseline,2,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,1,"I was in a rush to catch my flight, I saw someone struggling with there siuitcase but sometimes you need to help yourself.",NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 21:30,1699
39,baseline,2,3,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",NA,0,,NA,3,3,NA,NA,NA,NA,NA,NA,11/9/15 21:30,1700
39,baseline,2,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,0,,NA,3,3,NA,NA,NA,NA,NA,NA,11/9/15 21:33,1719
39,baseline,2,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,1,I was in a rush and i couldn't find a trashcan. I saw a can in the grass and I gently placed my can next to it and walked away.,NA,3,3,NA,NA,NA,NA,NA,NA,11/9/15 21:36,1731
44,baseline,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,0,,NA,1,4,NA,NA,NA,NA,NA,NA,11/9/15 22:10,1868
44,baseline,2,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,0,,NA,3,2,NA,NA,NA,NA,NA,NA,11/9/15 22:10,1869
44,baseline,2,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,1,i imagined that i wasn't very kind to the environment. it made me feel bad about myself. ,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 22:13,1875
44,baseline,2,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,1,"i imagined myself getting caught in the lie, and feeling stupid for lying",NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 22:15,1876
44,baseline,2,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,0,,NA,7,4,NA,NA,NA,NA,NA,NA,11/9/15 22:15,1877
44,baseline,2,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,0,,NA,4,4,NA,NA,NA,NA,NA,NA,11/9/15 22:16,1878
44,baseline,2,13,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",NA,1,"i wouldnt feel bad, we would alternate",NA,7,4,NA,NA,NA,NA,NA,NA,11/9/15 22:20,1880
44,baseline,2,4,"Youí¢ä‰åä‹¢re about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",NA,1,i imagined getting a mean look from the old person,NA,1,4,NA,NA,NA,NA,NA,NA,11/9/15 22:21,1881
44,baseline,2,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,0,,NA,4,4,NA,NA,NA,NA,NA,NA,11/9/15 22:22,1882
44,baseline,2,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,0,,NA,4,4,NA,NA,NA,NA,NA,NA,11/9/15 22:24,1883
54,baseline,1,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,0,,NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 20:08,1121
54,baseline,1,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,1,"I am walking downtown during lunch time. I see a 50 dollar bill lying on the sidewalk. I pick the bill up, look around and put it in my wallet. In front of me, I see a man in a suit walking away. I wonder if the money could be his.",NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 20:11,1142
54,baseline,1,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,1,"I am in my local Food Lion supermarket. I have paid for my groceries. As I am leaving, a volunteer with the local food bank asks me if I want to donate some food. I tell them no and continue to my car.",NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 20:14,1166
54,baseline,1,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,1,"Its a lovely day at the park. The birds are singing and the ducks in the lake are quacking. I am drinking a Sprite and after finishing it, need to throw it away. I see no trash can but I see another soda can on the ground. I think if I lay mine there, maintenance people can get both at the same time.",NA,1,3,NA,NA,NA,NA,NA,NA,11/9/15 20:17,1185
54,baseline,1,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,1,I am sitting at my desk hard at work. My roommate interrupts me and asks for help with a problem. I am busy and don't like the interruption. I tell them I don't have time to help.,NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 20:20,1204
54,baseline,1,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,0,,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 20:20,1206
54,baseline,1,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,1,I am sitting in the living room in our house. It has been a long day and I am ready to go out and have some fun. My roommate asks me to help move some furniture in their room but I tell a lie and say I have to go to work for a while.,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 20:23,1231
54,baseline,1,6,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-workerí¢ä‰åä‹¢s performance on a project you did together. You tell your boss all the worst parts of your co-workerí¢ä‰åä‹¢s performance.,NA,0,,NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 20:23,1237
54,baseline,1,4,"Youí¢ä‰åä‹¢re about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",NA,0,,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 20:23,1241
