subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
96,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I spent hours cooking this meal and realized,4.63,4.31,2,3.62,4.32,4.57,3970,3/28/16 14:55
300,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Spend rhymes with ""lend"" ""send"" ""fend."" Soup rhymes with ""dupe"" ""loop"" ""scoop."" One rhymes with ""bun"" ""hun"" ""fun"" ""gun"" ""sun"" ""run"" ""pun"" ""done"" ""none"" ""stun.""",3.01,1,0,0,0,0,14671,3/28/16 14:55
376,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I really wish people would tell me in advance if they are coming to my house specifically to eat and they have special diet requirements.  I have lost patience with this kind of thing, am not running a restaurant at home and am not going to be judged by a guest.  She should have told me in advance.",4.99,4,1,5,3.98,5.04,7875,3/28/16 14:55
471,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,broker dig ,7,5.03,0,0,0,0,56686,3/28/16 14:56
595,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"You're - for, poor, core, lore, door
soon - moon, goon, dune
think - pink, sink, link,
sell - fell, bell, well
feel - peel, deal, seal
will - fill, pill, krill
front - stunt, punt, bunt",1,3.15,0,0,0,0,13863,3/28/16 14:56
140,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I imagine that it's been a long day at work, and I'm in a selfish mood. I see my roomates trying to get furniture together in their room and they ask for my help. I just assembled a pain in the ass day-bed in the sunroom and don't want to do any more work. I pretend I have a meeting to go to, but really go to the bar. Later I lie and say I hit the bar after work, but feel guilty for ditching on them.",1,2.63,1,1,5.7,5.41,48523,3/28/16 14:56
229,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I am late for my flight and I am running practically down the termnal to my gate when I see a lady struggling to carry a heavy suit case.  I wish I could stop but I just don't have time so I look the other way and hurry on.  The harm to me would be greater than thestruggles with the ,5.09,2.96,1,5.04,4.9,5.07,7496,3/28/16 14:56
507,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I would be thinking about how late I'd gone to bed, how much sleep I'd actually received, and how early I would have to be up in the morning.  Moreover, I would be thinking about how warm the bed was and how much I wouldn't want to have to crawl out of the covers to take care of the baby.  I would feel guilt as my spouse got up and made what I assume would be a sleepy groaning noise, but my guilt would probably subside quickly as I drifted back to sleep and let my heavy eyes fall shut.",2.97,1.41,1,1.45,6.11,6.08,8676,3/28/16 14:56
230,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I spend all day making my chicken broth soup for a gathering when I realize one friend is vegetarian. I lie to the friend telling him it's vegetable broth. I feel horrible as I know they will taste the difference and I have messed with a serious belief they have in being vegetarian. I am ashamed and feel horrible expecting to have a conflict with friend at any moment.,1,1,3,1,4.97,4.99,7127,3/28/16 14:56
403,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"Phone, tone, roam, foam, sad, mad, glad, lad, dad, fad, grad, ",5.03,2.96,0,0,0,0,14473,3/28/16 14:56
76,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"i imagined my friend not really wanting my help, i would surely make it worse. if i already had plans, why would i break them? i'm a pretty selfish person, and totally okay with that. ",6.89,5.94,1,6.67,6.06,6.22,6376,3/28/16 14:56
149,1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Train - rain, brain, stain, feign, lane, mane, main, bane, cane, dane, pane, pain, sane, refrain, wane
Sit - bit, tit, mitt, fit, knit, pit, wit
See - bee, tree, fee, me, knee, wee, pee, pea",1.03,1.11,0,0,0,0,7463,3/28/16 14:56
332,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"You Too Sue
Car Tar Bar
Sold Bold Told Gold
Flaw Saw
Think Blink Sink
In Tin Sin Bin",2,1.99,0,0,0,0,27086,3/28/16 14:56
364,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"Oh my God! Why didnt she tell me this earlier.  I made this wonderful vegatable soup with the freshest vegatables and even vegatable broth.  So eat up.  I feel horrible that she is eating this but you know, who cares.  Its not going to ",5.01,3.05,1,5.02,3.98,4,10048,3/28/16 14:56
165,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I am at Pittsburgh International getting ready to catch a flight to see family in New York. I didn't calculate the time it would take me to get through security properly, so I have to rush to catch my plane. I see an older lady struggling with a suitcase, but I also see someone who can assist her nearby so I avert my eyes and move quickly towards my gate.",5.49,3.54,1,5,5.51,5.57,10065,3/28/16 14:56
397,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"person rhymes with worsen. sit rhymes with mit, fit, bit, hit, kit, lit, nit. ",6.01,1.99,0,0,0,0,9903,3/28/16 14:56
309,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line - fine, dine, opine
sell - tell, yell, bell, fell
know - go, dough",1,1.95,0,0,0,0,5268,3/28/16 14:56
225,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I got together with some college friends at an old cafeteria we used to meet. We had not seen each other in a long time and were hoping more of our friends would come. We noticed a homeless man sitting at table behind us and was seemingly laughing at some of our jokes. Eventually, he stood up and walked over to our table and asked if he could sit at the empty seat. I said, ""sorry man, we are waiting for a couple more to show up."" ",2.03,2,1,3.01,4.97,5.95,16643,3/28/16 14:56
